Review_ID,Car_Name,Review_English,Sentiment_Score,Sentiment_Label
315,Ford EcoSport,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
316,Jeep Compass,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
317,Mahindra XUV700,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
318,Skoda Kushaq,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
319,Honda City,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
320,MG Hector,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
321,Jeep Compass,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
322,Jeep Compass,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
323,Kia Seltos,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
324,Ford EcoSport,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
325,Jeep Compass,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
326,Skoda Kushaq,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
327,Kia Seltos,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
328,Nissan Magnite,The steering feedback and braking confidence-ignation-the driving becomes fun.,0.5106,Positive
329,Hyundai Creta,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
330,Tata Harrier,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
331,Jeep Compass,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
332,Jeep Compass,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
333,Maruti Baleno,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
334,Jeep Compass,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
335,Mahindra XUV700,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
336,Kia Seltos,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
337,Jeep Compass,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
338,Honda City,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
339,Nissan Magnite,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
340,Renault Kwid,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
341,Maruti Baleno,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
342,Toyota Fortuner,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
343,Hyundai Creta,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
344,Toyota Fortuner,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
345,Mahindra XUV700,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
346,Mahindra XUV700,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
347,Kia Seltos,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
348,Skoda Kushaq,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
349,Renault Kwid,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
350,Mahindra XUV700,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
351,MG Hector,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
352,Ford EcoSport,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
353,Hyundai Creta,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
354,Hyundai Creta,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
355,Tata Harrier,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
356,Jeep Compass,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
357,Nissan Magnite,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
358,Renault Kwid,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
359,Mahindra XUV700,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
360,Toyota Fortuner,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
361,Ford EcoSport,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
362,Maruti Suzuki Swift,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
363,Jeep Compass,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
364,Skoda Kushaq,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
365,Honda City,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
366,Kia Seltos,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
367,Renault Kwid,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
368,Renault Kwid,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
369,Hyundai Creta,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
370,Hyundai Creta,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
371,Skoda Kushaq,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
372,Mahindra XUV700,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
373,Kia Seltos,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
374,Tata Harrier,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
375,Volkswagen Taigun,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
376,Tata Harrier,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
377,Ford EcoSport,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
378,Skoda Kushaq,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
379,Jeep Compass,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
380,Volkswagen Taigun,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
381,Volkswagen Taigun,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
382,Nissan Magnite,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
383,Toyota Fortuner,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
384,Mahindra XUV700,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
385,Maruti Suzuki Swift,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
386,MG Hector,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
387,Mahindra XUV700,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
388,Mahindra XUV700,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
389,Volkswagen Taigun,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
390,Toyota Fortuner,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
391,Renault Kwid,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
392,Nissan Magnite,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
393,Skoda Kushaq,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
394,Renault Kwid,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
395,Mahindra XUV700,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
396,Maruti Suzuki Swift,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
397,MG Hector,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
398,Renault Kwid,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
399,Maruti Baleno,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
400,Renault Kwid,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
401,Skoda Kushaq,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
402,Jeep Compass,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
403,Mahindra XUV700,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
404,Volkswagen Taigun,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
405,Ford EcoSport,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
406,Volkswagen Taigun,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
407,Volkswagen Taigun,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
408,Maruti Baleno,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
409,Jeep Compass,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
410,Honda City,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
411,Jeep Compass,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
412,Ford EcoSport,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
413,Tata Harrier,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
414,Volkswagen Taigun,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
415,Renault Kwid,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
416,MG Hector,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
417,Hyundai Creta,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
418,Maruti Baleno,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
419,Nissan Magnite,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
420,Maruti Suzuki Swift,The steering feedback and braking confidence-ignation-the driving becomes fun.,0.5106,Positive
421,Maruti Baleno,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
422,Mahindra XUV700,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
423,Volkswagen Taigun,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
424,Jeep Compass,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
425,Volkswagen Taigun,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
426,Volkswagen Taigun,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
427,Skoda Kushaq,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
428,Nissan Magnite,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
429,Maruti Suzuki Swift,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
430,Mahindra XUV700,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
431,Nissan Magnite,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
432,Mahindra XUV700,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
433,Volkswagen Taigun,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
434,Toyota Fortuner,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
435,Mahindra XUV700,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
436,Volkswagen Taigun,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
437,Kia Seltos,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
438,Kia Seltos,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
439,Tata Harrier,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
440,Toyota Fortuner,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
441,Renault Kwid,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
442,Tata Harrier,The steering feedback and braking confidence-ignation-the driving becomes fun.,0.5106,Positive
443,MG Hector,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
444,Maruti Suzuki Swift,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
445,Mahindra XUV700,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
446,Jeep Compass,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
447,Ford EcoSport,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
448,Maruti Baleno,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
449,Toyota Fortuner,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
450,Skoda Kushaq,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
451,Volkswagen Taigun,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
452,Maruti Suzuki Swift,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
453,Honda City,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
454,Maruti Suzuki Swift,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
455,Jeep Compass,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
456,Maruti Baleno,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
457,Maruti Baleno,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
458,Renault Kwid,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
459,Maruti Baleno,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
460,Maruti Suzuki Swift,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
461,Nissan Magnite,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
462,Tata Harrier,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
463,Jeep Compass,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
464,Maruti Suzuki Swift,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
465,Ford EcoSport,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
466,Volkswagen Taigun,The mileage of me turned out to be better than expected to me; Great in both city and highway.,0.7906,Positive
467,Honda City,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
468,Tata Harrier,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
469,Maruti Suzuki Swift,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
470,Jeep Compass,The service network and the after-sale experience did not lose as expected.,0.3089,Positive
471,Kia Seltos,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
472,Maruti Suzuki Swift,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
473,Kia Seltos,Some points are good and some have scope to improve - Over -neutral experience.,0.7003,Positive
474,Maruti Suzuki Swift,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
475,Renault Kwid,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
476,Hyundai Creta,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
477,Mahindra XUV700,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
478,Toyota Fortuner,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
479,Maruti Suzuki Swift,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
480,Maruti Baleno,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
481,Tata Harrier,"The interior is premium, seats are comfortable and tiredness is less in long journey.",0.5106,Positive
482,Renault Kwid,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
483,Jeep Compass,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
484,Kia Seltos,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
485,Kia Seltos,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
486,Maruti Baleno,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
487,Maruti Baleno,"The cabin is special, but the response of infotainment seems slightly slow.",0.2144,Positive
488,Skoda Kushaq,The price of the features is more according to the features; No Value for Money.,-0.2584,Negative
489,Skoda Kushaq,It feels stable and reliable in running; There is no shortage of power on the highway.,0.4479,Positive
490,Mahindra XUV700,Suspension feels hard and shocks on bad paths seem more satisfied.,-0.5279,Negative
491,Maruti Suzuki Swift,Mileage was much less than expected and maintenance cost is also high.,0,Neutral
492,Tata Harrier,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
493,Jeep Compass,"It is fine for daily use; Neither great, nor very disappointing.",0.0902,Positive
494,Ford EcoSport,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
495,Maruti Suzuki Swift,The steering feedback and braking confidence-ignation-the driving becomes fun.,0.5106,Positive
496,Maruti Suzuki Swift,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
497,Renault Kwid,The build quality disappoints; There is a lot of road noise in the cabin.,-0.3818,Negative
498,Maruti Suzuki Swift,"Ride quality is fine; If the price was slightly low, it would have been more attractive.",0.4915,Positive
499,MG Hector,"According to performance and safety, this budget gives a great value in this budget.",0.8519,Positive
500,Nissan Magnite,The design is good but the features segment is average; The total experience was fine.,0.5492,Positive
